timestamp,open,high,low,close,volume
1559779200000,7789.3,7873.5,7455,7824.7,7553.39309031
1559865600000,7815.3,8150,7762.9,7999.4,13456.91582945
1559952000000,7999.9,8068,7800.1,7924,4772.31246907
1560038400000,7924,7963.3,7497.9,7633.3,6830.13942396
1560124800000,7633.3,8048.1,7513.2,8018.8,8903.84373159
1560211200000,8018.7544992,8049,7711,7905.5,6526.84616842
1560297600000,7905.4,8250,7821,8174,9144.94452831
1560384000000,8174.1,8333,8026,8227.4,8889.61669612
1560470400000,8227.4,8719.9,8161.7,8689.1,12713.63852327
1560556800000,8689.1,8930,8607.2,8856,9399.94799689
1560643200000,8856,9395.5,8801,8985.9,20909.8775668
1560729600000,8985.9,9490,8985.9,9354.3,14168.46532358
1560816000000,9352.5,9376.8,8945,9095,10598.61778311
1560902400000,9094.4,9340,9062,9305.9,5765.53374889
1560988800000,9305.9,9624,9241,9557.1,10592.87044766
1561075200000,9557.2,10250,9557.2,10213.03996049,22297.62477523
1561161600000,10223,11232,10080,10744,36677.46309612
1561248000000,10744,11369,10572,10913,18589.93964857
1561334400000,10909,11136,10560,11069,14402.62450501
1561420800000,11069.648093,11780,10802,11737,21853.7659364
1561507200000,11737,13764,11684.45046273,12876,55241.713209865586
1561593600000,12876,13242,10388,11198.92190146,47606.087400462595
1561680000000,11198,12417,10799,12338,31983.52263338087
1561766400000,12337,12338,11354,11920,20428.971023028316
1561852800000,11921,12234,10668,10809,19105.144520123566
1561939200000,10800,11231,10088,10640,24903.2784965909
1562025600000,10641,10965,9728.2,10885,28825.462968014614
1562112000000,10884,12025,10876,11982,28089.778838832342
1562198400000,11983,12065,11055,11162.485686,19843.20644282899
1562284800000,11162,11452,10776,11003,16366.157029017055
1562371200000,10999,11720,10961,11281,12208.08575541915
1562457600000,11276,11620,11110,11485,8423.294244036528
1562544000000,11485,12383,11310,12301,17838.61547820568
1562630400000,12301.52190528,12814.64784556,12102,12558,19166.993046789194
1562716800000,12564,13174,11529,12093,36055.91658955496
1562803200000,12093,12093.20135337,10970,11340,21451.453679513317
1562889600000,11340,11900,11099,11765,12247.8982874
1562976000000,11765.10527017,11803,10805,11312,14722.69125074
1563062400000,11312,11400,10122,10204,22495.76148986
1563148800000,10199,11058,9880,10820.87573461,21438.16620214
1563235200000,10820,11011,9352,9423.8,26182.07387684
1563321600000,9420,9975,9084.7,9682.6,23128.15016171
1563408000000,9686.1,10752,9260.6,10622,28829.01022448
1563494400000,10622.0137754,10760,10118,10518,13155.63027303
1563580800000,10517.58324013,11098,10370,10740,12131.43744168
1563667200000,10740,10812,10298,10569.43491181,8247.37818017
1563753600000,10570,10690,10052,10328,10903.75495343
1563840000000,10330.88093683,10330.88093683,9820,9859,9766.29494047
1563926400000,9859,9922.55144967,9534.05177698,9768.96811218,11574.75755505
1564012800000,9773,10188,9733.3,9890.1,9222.08076596
1564099200000,9889.98495235,9899,9650.2,9840.3,5116.22858012
1564185600000,9840.36745434,10199,9296,9469,11774.25217655
1564272000000,9465.6,9628,9101.4,9519,7754.39956059
1564358400000,9519,9738.3,9376.7,9507,5696.48724957
1564444800000,9503,9747.76671,9380,9588.99676375,5188.09845512
1564531200000,9588.9,10120,9575.49379853,10088,7939.39798213
1564617600000,10087.98969503,10500,9875,10400,7699.36379769
1564704000000,10400,10659,10331,10520,8439.87873054
1564790400000,10519,10917,10506,10822,7421.473594
1564876800000,10822,11060,10514,10973,9280.21057575
1564963200000,10973,11939,10973,11824,16130.53127869
1565049600000,11828,12325,11249,11472,19339.467628630002
1565136000000,11471.20065,12153,11385,11999,13658.90010528
1565222400000,11999,12130,11550,12050,10988.14552463
1565308800000,12050,12097,11703,11891,7808.28743736
1565395200000,11891,12011,11208,11311.40028487,9023.81106403
1565481600000,11311,11615,11129,11565.357744,5494.66919569
1565568000000,11575,11585,11260,11404,3201.4259753
1565654400000,11411,11468,10800,10904.01068603,9004.00070497
1565740800000,10906,10909,9966,10064.558229,14507.83851046
1565827200000,10067,10471,9522,10324.265494,17368.17966885
1565913600000,10324,10568,9777,10369,12890.55656975
1566000000000,10369.00204593,10494.70238424,10004,10228,4885.63998835
1566086400000,10231,10533,10086,10332.192078,3901.85390471
1566172800000,10328.434234,10964,10280,10938,7375.38019863
1566259200000,10938,10993,10584,10792.13576002,5830.91975682
1566345600000,10793,10825,9824,10146.95441589,11793.40483293
1566432000000,10146,10255,9787,10117,6533.30404457
1566518400000,10116,10466,10047,10408,6391.24399499
1566604800000,10408,10427,9893.8,10154,5409.27540947
1566691200000,10155,10350,9805.8,10132,5207.27736806
1566777600000,10133,10675,10133,10377,8979.04620731
1566864000000,10377,10395,10021,10184,4518.47246489
