timestamp,open,high,low,close,volume
1546300800000,3832.6286242,3987,3788.1,3963.1,13848.34675163
1546387200000,3963,4083.470676,3917.9,4048.8,19437.7279894
1546473600000,4049,4056.64433109,3875.1,3924.3,10748.08371228
1546560000000,3923.2,3986,3850.1,3954.9,13228.66046469
1546646400000,3954.9,4014.9,3901,3911.9,14873.96222452
1546732800000,3911.8,4218,3887.5,4168.4,25179.73225654
1546819200000,4169.2,4197,4044.9,4113.9,11253.19772953
1546905600000,4113.9,4215.8,4056,4100,18726.5284933
1546992000000,4100,4168.9,4010,4083.3,20629.09743813
1547078400000,4083.3,4143.3,3687.2,3712.8,35020.069459
1547164800000,3712.8,3777.8,3666.6,3714.8,13129.89632289
1547251200000,3715.4,3734,3666.6,3702,9295.71358201
1547337600000,3702,3729,3570,3591,12590.77346096
1547424000000,3590.9,3799.4,3580,3749.3,14836.12276868
1547510400000,3749.3,3780.87473393,3623.1,3654.3,13323.05379345
1547596800000,3653.3,3759.89484429,3642.3589356,3673.6,13227.45774956
1547683200000,3675.4,3725,3606.2,3722.5,10869.94619333
1547769600000,3722.5,3723.9,3652.38836809,3675.7,5656.10881239
1547856000000,3675.7,3882,3673.9,3762.3,13391.46766526
1547942400000,3762.9,3796.9,3543,3586.1,20626.51085872
1548028800000,3586.1,3620.1,3548.3,3579.4,10813.62088037
1548115200000,3579.4,3682.14145688,3462,3639.1,18083.69897146
1548201600000,3639.1,3677,3591.2,3622.3,7971.47952346
1548288000000,3621.3,3671.4,3589.45182488,3652.70510422,7867.68982879
1548374400000,3652.8,3663.5,3580,3628.9,7377.5780389
1548460800000,3628.9,3750,3622.9,3631.2,13005.57137831
1548547200000,3631.2,3645.7,3541,3597.1,11448.5096157
1548633600000,3597.1,3597.9,3445.3,3501.88592973,17023.73763896
1548720000000,3501.1,3517.5,3422,3477.9,10466.25750145
1548806400000,3478,3550,3451.2,3529.6,12580.21003153
1548892800000,3529.7,3574.80983774,3482,3503.8,8572.2863711
1548979200000,3503.8,3559,3460,3534.7705232,10041.09893455
1549065600000,3534.9,3581,3498.75973167,3564.2,10889.80625456
1549152000000,3564.3,3566.8,3470.1,3501.73867085,7874.5480983
1549238400000,3501.73867085,3522.7,3475.3,3490.4687417,5213.21623762
1549324800000,3490.4687417,3517.5,3475.1,3513,4590.39905608
